品名,户型,价格,用户点评,品名链接,详情链接,户型链接,点评链接,看房团链接,物业类别,项目特色,建筑类别,装修状况,产权年限,环线位置,销售状态,楼盘优惠,开盘时间,交房时间,售楼地址,咨询电话,占地面积,建筑面积,容积率,绿化率,停车位,楼栋总数,总户数,物业公司,物业费
绿波景园,4室2厅1厨2卫 136.63㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|2室2厅1厨1卫 90.21㎡(建面)|2室2厅1厨1卫 92.88㎡(建面)|2室2厅1厨1卫 92.88㎡(建面)|,均价约36000元/平方米,3.31,http://lvbojingyuan.fang.com/,http://lvbojingyuan.fang.com/house/1210505302/housedetail.htm,http://lvbojingyuan.fang.com/photo/list_900_1210505302.htm,http://lvbojingyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",暂无,板楼多层小高层高层,毛坯,70年花园洋房:70年,外环以外,在售,暂无,15#-37#等21栋楼已于2016年9月25日开盘[开盘时间详情],预计2018年年底交房15#-37#,松江泗泾镇沪松公路2972弄12号,400-890-0000转828529,72000平方米,130000平方米,1.68,41%,绿波景园合计停车位776个。,21栋,1108户,"泗房物业,上海泗房物业发展有限公司",1.40元/㎡·月
西康路989,2室2厅1厨1卫 87.77㎡(建面)|2室2厅1厨1卫 88.77㎡(建面)|2室2厅1厨1卫 90.31㎡(建面)|2室2厅1厨1卫 90.31㎡(建面)|3室2厅1厨1卫 131.76㎡(建面)|3室2厅1厨1卫 131.76㎡(建面)|3室2厅1厨2卫 150.32㎡(建面)|3室2厅1厨2卫 150.32㎡(建面)|3室2厅1厨2卫 167.00㎡(建面)|4室2厅1厨2卫 167.83㎡(建面)|4室2厅1厨2卫 167.83㎡(建面)|4室2厅1厨2卫 177.00㎡(建面)|,待定,3.99,http://xikanglu989.fang.com/,http://xikanglu989.fang.com/house/1210867814/housedetail.htm,http://xikanglu989.fang.com/photo/list_900_1210867814.htm,http://xikanglu989.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,标准写字楼",地铁沿线,板塔结合高层超高层,非毛坯,70年标准写字楼:70年,内环以内,待售,暂无,2016年7月2日已加推9#[开盘时间详情],2017年1月交房9#,普陀区西康路989弄(西康路与新会路交叉口),400-890-0000转651030,40148平方米,160000平方米,3.31,35%,"西康路989停车位在700左右,车位配比为1:1.21",7栋,580户,华侨城物业管理有限公司,4.30元/㎡·月
中粮天悦壹号,4室2厅1厨4卫 285.00㎡(建面)|4室2厅1厨5卫 260.00㎡(建面)|4室2厅1厨3卫 180.00㎡(建面)|4室2厅1厨4卫 220.00㎡(建面)|4室2厅1厨4卫 272.00㎡(建面)|4室2厅1厨5卫 280.00㎡(建面)|,均价约130000元/平方米,4.32,http://tianyueyihaozl.fang.com/,http://tianyueyihaozl.fang.com/house/1211235948/housedetail.htm,http://tianyueyihaozl.fang.com/photo/list_900_1211235948.htm,http://tianyueyihaozl.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,江景地产,板楼高层,毛坯,70年,内环以内,在售,暂无,2016年11月22日已加推1#、3#和5#[开盘时间详情],2018年8月底,静安区曲阜路966弄（近西藏北路路口）,400-890-0000转825881,27854平方米,55655平方米,2.2,35%,中粮天悦壹号规划建设428个地下停车位，车位比为1:1.86。,5栋,230户,上海戴德梁行物业管理有限公司,12.80元/㎡·月
安高东方御府,2室2厅1厨1卫 80.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 91.00㎡(建面)|4室2厅1厨2卫 121.00㎡(建面)|,待定,3.6,http://dongfangyufuag.fang.com/,http://dongfangyufuag.fang.com/house/1211139138/housedetail.htm,http://dongfangyufuag.fang.com/photo/list_900_1211139138.htm,http://dongfangyufuag.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线,板楼高层,非毛坯,70年,外环以外,待售,暂无,2016年3月16日已加推3-4#[开盘时间详情],2016年10月1-11#已交房,嘉定区阿克苏南路与崇文路交汇处(11号线马陆站2号口约100米),400-890-0000转803380,36575平方米,125496平方米,2.5,35%,共1046个停车位，车位配比1:1.11,11栋,946户,上海联源物业管理有限公司,2.90元/㎡·月
申亚乐庭,1室1厅1厨1卫 53.00㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨2卫 117.00㎡(建面)|3室2厅1厨2卫 143.60㎡(建面)|,待定,3.69,http://shenyaleting.fang.com/,http://shenyaleting.fang.com/house/1211111918/housedetail.htm,http://shenyaleting.fang.com/photo/list_900_1211111918.htm,http://shenyaleting.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产现房,板楼多层小高层高层,"毛坯,非毛坯",住宅:70年。,外环以外,待售,暂无,2016年10月22日2#已加推[开盘时间详情],2#、3#已于2015年11月24日交房,奉贤区南亭公路2825弄（近庄良公路）,400-890-0000转843959,9000平方米,17500平方米,1.5,35%,申亚乐庭停车位共有96个,6栋,113户,上海硕雅物业管理有限公司,2.00元/㎡·月
滨江一品苑,3室2厅1厨1卫 131.00㎡(建面)|4室2厅1厨3卫 193.00㎡(建面)|4室2厅1厨3卫 226.00㎡(建面)|,待定,4.27,http://binjiangyipinyuan.fang.com/,http://binjiangyipinyuan.fang.com/house/1210125358/housedetail.htm,http://binjiangyipinyuan.fang.com/photo/list_900_1210125358.htm,http://binjiangyipinyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产地铁沿线,板楼高层,非毛坯,70年,内环以内,待售,暂无,待定[开盘时间详情],待定,浦东新区浦逸路188号,400-890-0000转836969,17202平方米,67069平方米,3.86,35%,共440个车位，车位比为1:1.47,2栋,300户,上海帕默斯顿物业管理有限公司,10.00元/㎡·月
西虹桥壹号,3室2厅1厨1卫 82.00㎡(建面)|3室2厅1厨2卫 92.00㎡(建面)|3室2厅1厨2卫 93.00㎡(建面)|4室2厅1厨2卫 120.00㎡(建面)|4室2厅1厨2卫 116.00㎡(建面)|,待定,4.5,http://xihongqiaoyihao.fang.com/,http://xihongqiaoyihao.fang.com/house/1210125914/housedetail.htm,http://xihongqiaoyihao.fang.com/photo/list_900_1210125914.htm,http://xihongqiaoyihao.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产地铁沿线,板楼高层,暂无,70年,外环以外,待售,暂无,预计2018年6月开盘[开盘时间详情],待定,青浦区青泰路616弄,400-890-0000转843160,36279平方米,146095平方米,2.5,30.50%,暂无资料,8栋,781户,暂无资料,暂无资料
UNICITY万科天空之城,2室2厅1厨1卫 90.00㎡(建面)|4室2厅1厨2卫 125.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|4室2厅1厨2卫 150.00㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨2卫 99.00㎡(建面)|3室2厅1厨2卫 120.00㎡(建面)|,均价约58000元/平方米,3.71,http://unicitytiankongzhichengwk.fang.com/,http://unicitytiankongzhichengwk.fang.com/house/1210125304/housedetail.htm,http://unicitytiankongzhichengwk.fang.com/photo/list_900_1210125304.htm,http://unicitytiankongzhichengwk.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,塔楼小高层高层,非毛坯,项目70年,外环以外,在售,暂无,预计2018年6月加推125平等房源[开盘时间详情],一期预计2018年9月交房,上海市徐泾镇诸陆西路966号（近徐盈路）,400-890-0000转836546,260118平方米,538821平方米,1.6,35%,一期车位配比1：1.2,30栋,2299户,上海万科物业管理有限公司,3.95元/㎡·月
上海恒大御澜庭,2室2厅1厨1卫 90.00㎡(建面)|1室2厅1厨1卫 78.00㎡(建面)|3室2厅1厨4卫 135.00㎡(建面)|3室2厅1厨4卫 139.00㎡(建面)|3室2厅1厨4卫 141.00㎡(建面)|3室2厅1厨4卫 142.00㎡(建面)|3室2厅1厨4卫 143.00㎡(建面)|3室2厅1厨4卫 143.00㎡(建面)|3室2厅1厨2卫 127.00㎡(建面)|3室2厅1厨2卫 135.00㎡(建面)|3室2厅1厨4卫 139.00㎡(建面)|3室2厅1厨4卫 140.00㎡(建面)|,约30000元/平方米起,4.29,http://yulantingshhd.fang.com/,http://yulantingshhd.fang.com/house/1210125136/housedetail.htm,http://yulantingshhd.fang.com/photo/list_900_1210125136.htm,http://yulantingshhd.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,花园洋房,花园洋房联排双拼,毛坯[2套装修案例],双拼:70年花园洋房:70年联排:70年,外环以外,在售,暂无,2017年5月14日已加推洋房[开盘时间详情],待定,淀山湖大道复兴路交汇处,400-890-0000转829520,350000平方米,175000平方米,0.5,35%,一期1705个停车位，车位比1:1.4,486栋,1200户,恒大金碧物业,3.00元/㎡·月
日月光伯爵天地,3室2厅1厨2卫 92.00㎡(建面)|3室2厅1厨2卫 92.00㎡(建面)|3室2厅1厨2卫 103.00㎡(建面)|3室2厅1厨2卫 106.50㎡(建面)|3室2厅1厨2卫 90.15㎡(建面)|3室2厅1厨2卫 91.52㎡(建面)|3室2厅1厨2卫 92.39㎡(建面)|3室2厅1厨2卫 92.51㎡(建面)|3室2厅1厨2卫 106.50㎡(建面)|3室2厅1厨2卫 108.97㎡(建面)|3室2厅1厨2卫 108.98㎡(建面)|3室2厅1厨2卫 109.96㎡(建面)|,待定,4.06,http://bojuetiandiryg.fang.com/,http://bojuetiandiryg.fang.com/house/1210929932/housedetail.htm,http://bojuetiandiryg.fang.com/photo/list_900_1210929932.htm,http://bojuetiandiryg.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线,塔楼小高层高层超高层,毛坯,70年,外环以外,待售,暂无,2015年4月11日皇庆路88弄1-8#已加推[开盘时间详情],2014年12月27日嘉唐公路99弄21-34#等交房,嘉定区平城路1101号,400-890-0000转651333,300000平方米,950000平方米,2.1,47%,车位配比1:0.8,41栋,767户,上海实开物业管理有限公司,2.10元/㎡·月
静安慕舍,4室2厅1厨2卫 163.00㎡(建面)|4室2厅1厨3卫 162.56㎡(建面)|4室2厅1厨2卫 147.00㎡(建面)|4室3厅1厨3卫 260.00㎡(建面)|4室3厅1厨5卫 260.00㎡(建面)|3室2厅1厨2卫 90.00㎡(建面)|,待定,3.95,http://jinganmushe.fang.com/,http://jinganmushe.fang.com/house/1210124676/housedetail.htm,http://jinganmushe.fang.com/photo/list_900_1210124676.htm,http://jinganmushe.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,塔楼超高层,非毛坯,项目70年,中内环间,待售,暂无,2016年6月已开盘6#，7#[开盘时间详情],预计2018年5月底交房6#，7#,永和东路559号,400-890-0000转832655,30000平方米,130000平方米,3.5,35%,静安慕舍共有672个停车位。,6栋,662户,上海恒联物业有限公司,6.80元/㎡·月
象屿虹桥悦府,3室3厅1厨2卫 125.00㎡(建面)|3室2厅1厨3卫 137.00㎡(建面)|4室2厅1厨3卫 153.00㎡(建面)|2室2厅1厨1卫 77.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨2卫 96.00㎡(建面)|3室2厅1厨2卫 96.00㎡(建面)|4室2厅1厨2卫 119.00㎡(建面)|4室2厅1厨2卫 120.00㎡(建面)|,待定,4.18,http://hongqiaoyuefuxy.fang.com/,http://hongqiaoyuefuxy.fang.com/house/1210126292/housedetail.htm,http://hongqiaoyuefuxy.fang.com/photo/list_900_1210126292.htm,http://hongqiaoyuefuxy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产,板楼高层,毛坯,70年叠拼:70年,外环以外,待售,暂无,1#等已于2018年4月10日开盘[开盘时间详情],1#等预计2019年8月31日交房,松江区九新公路与伴亭路交叉口,400-890-0000转846824,45000平方米,117000平方米,1.73,35%,共977个车位：地下车位938个,15栋,739户,暂无资料,3.88元/㎡·月
百汇园,2室2厅1厨1卫 110.00㎡(建面)|2室2厅1厨2卫 125.00㎡(建面)|3室2厅1厨2卫 180.02㎡(建面)|3室2厅1厨2卫 187.65㎡(建面)|3室2厅1厨2卫 209.32㎡(建面)|3室2厅1厨2卫 219.10㎡(建面)|,待定,4.05,http://baihuiyuan021.fang.com/,http://baihuiyuan021.fang.com/house/1210140782/housedetail.htm,http://baihuiyuan021.fang.com/photo/list_900_1210140782.htm,http://baihuiyuan021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线豪华居住区,板楼板塔结合高层,非毛坯,70年,中内环间,待售,暂无,9-12#于2016-5-25加推[开盘时间详情],2016-06-24二期交付9-12号,徐汇区宛平南路1518弄（近龙腾大道）,400-890-0000转654276,192500平方米,384700平方米,2,40%,百汇园停车位：地下1500多个，地上100个左右；车位比1:0.91。,20栋,1926户,申城物业,4.00元/㎡·月
泰禾大城小院,3室2厅1厨2卫 99.00㎡(建面)|3室2厅1厨2卫 99.00㎡(建面)|,约245万元/套起,4.65,http://dachengxiaoyuanth.fang.com/,http://dachengxiaoyuanth.fang.com/house/1210125944/housedetail.htm,http://dachengxiaoyuanth.fang.com/photo/list_900_1210125944.htm,http://dachengxiaoyuanth.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,联排,叠拼",暂无,板塔结合多层高层,"毛坯,非毛坯",70年联排:70年叠拼:70年,外环以外,在售,暂无,待定[开盘时间详情],一期和二期预计2020年7月30日前交付,暂无资料,400-890-0000转842041,200000平方米,420000平方米,1.5,35%,待定,暂无资料,2800户,暂无资料,暂无资料
保利玲珑公馆,3室2厅1厨1卫 78.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|4室2厅1厨2卫 109.00㎡(建面)|,待定,4.72,http://linglonggongguanbl.fang.com/,http://linglonggongguanbl.fang.com/house/1210126414/housedetail.htm,http://linglonggongguanbl.fang.com/photo/list_900_1210126414.htm,http://linglonggongguanbl.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",品牌地产,板楼小高层,非毛坯,70年花园洋房:70年,外环以外,待售,暂无,预计2018年6月开盘[开盘时间详情],预计2020年3月交房,上海市浦东新区渔港路256弄230号,400-890-0000转847929,42793平方米,77028平方米,1.8,35%,地上554个，地下210个,16栋,848户,上海保利翰物业有限公司,暂无资料
静安府西区,3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨2卫 100.00㎡(建面)|3室2厅1厨2卫 115.00㎡(建面)|3室2厅1厨2卫 115.00㎡(建面)|3室2厅1厨2卫 115.00㎡(建面)|3室2厅1厨2卫 120.00㎡(建面)|4室2厅1厨2卫 135.00㎡(建面)|,待定,3.83,http://jinganfuxiqu.fang.com/,http://jinganfuxiqu.fang.com/house/1210125522/housedetail.htm,http://jinganfuxiqu.fang.com/photo/list_900_1210125522.htm,http://jinganfuxiqu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,板楼高层,暂无,70年,中外环间,待售,暂无,2018年4月3日已加推[开盘时间详情],预计2018年12月底,静安区汶水路265号（近万荣路路口东北侧）,400-890-0000转820638,87197平方米,231072平方米,2.65,35%,小区共有1735个车位,35栋,1519户,华发&amp;华润物业公司,6.90元/㎡·月
尚海郦景名苑,3室8厅2厨8卫 282.00㎡(建面)|3室5厅2厨8卫 312.00㎡(建面)|2室2厅1厨1卫 105.00㎡(建面)|2室2厅1厨2卫 122.00㎡(建面)|3室2厅1厨2卫 132.00㎡(建面)|3室2厅1厨2卫 138.00㎡(建面)|3室2厅1厨2卫 158.00㎡(建面)|4室2厅1厨3卫 190.00㎡(建面)|,均价约135000元/平方米,4.35,http://shanghailijingdc.fang.com/,http://shanghailijingdc.fang.com/house/1211198638/housedetail.htm,http://shanghailijingdc.fang.com/photo/list_900_1211198638.htm,http://shanghailijingdc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼低层多层高层,毛坯,70年,内环以内,在售,暂无,2016年9月3日已加推23、24号楼等[开盘时间详情],2018年1月30日叠墅已交付,上海市浦东新区桃林路乳山路路口,400-890-0000转820829,115786平方米,286000平方米,2.5,35%,共有2550个停车位,39栋,1772户,上海新古北物业公司,6.50元/㎡·月
同济晶萃,3室2厅1厨3卫 114.84㎡(建面)|3室2厅1厨3卫 117.37㎡(建面)|4室2厅1厨3卫 137.64㎡(建面)|4室2厅1厨3卫 141.82㎡(建面)|,待定,4.6,http://tongjijingcui.fang.com/,http://tongjijingcui.fang.com/house/1210125932/housedetail.htm,http://tongjijingcui.fang.com/photo/list_900_1210125932.htm,http://tongjijingcui.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼多层高层,"毛坯,非毛坯",70年,外环以外,待售,暂无,预计2018年7月上旬首开[开盘时间详情],待定,松江区泗陈公路2118号（泗陈公路与刘五公路交界处）,400-890-0000转848178,93762平方米,112515平方米,1.2,35%,共1008个停车位，车位配比为1:1。,45栋,1150户,绿城物业,5.50元/㎡·月
禹洲雍贤府,3室2厅1厨2卫 89.00㎡(建面)|4室2厅1厨3卫 127.00㎡(建面)|6室4厅1厨5卫 143.00㎡(建面)|3室2厅1厨1卫 87.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨1卫 83.44㎡(建面)|3室2厅1厨2卫 88.00㎡(建面)|3室2厅1厨2卫 88.28㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨2卫 90.00㎡(建面)|3室4厅1厨4卫 89.00㎡(建面)|4室2厅1厨2卫 86.00㎡(建面)|,均价约32000元/平方米,4.33,http://yongxianfuyz.fang.com/,http://yongxianfuyz.fang.com/house/1210125562/housedetail.htm,http://yongxianfuyz.fang.com/photo/list_900_1210125562.htm,http://yongxianfuyz.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产特色别墅,板楼低层多层小高层高层,"毛坯,非毛坯",70年叠拼:70年,外环以外,在售,暂无,102-110#等已于2018年5月1日加推[开盘时间详情],预计2019年交房,奉贤区浦星公路与大叶公路交汇处,400-890-0000转805345,109266平方米,268519平方米,1.6,35%,住宅地下停车：1962个,,,,
佳兆业君汇上品,3室2厅1厨1卫 98.00㎡(建面)|3室2厅1厨1卫 98.00㎡(建面)|3室2厅1厨1卫 98.00㎡(建面)|3室2厅1厨1卫 98.00㎡(建面)|2室2厅1厨1卫 79.00㎡(建面)|3室2厅1厨1卫 98.00㎡(建面)|3室2厅1厨2卫 119.00㎡(建面)|3室2厅1厨2卫 119.00㎡(建面)|3室2厅1厨2卫 119.00㎡(建面)|3室2厅1厨2卫 119.00㎡(建面)|,约29000元/平方米起,3.79,http://junhuishangpinjzy021.fang.com/,http://junhuishangpinjzy021.fang.com/house/1210125306/housedetail.htm,http://junhuishangpinjzy021.fang.com/photo/list_900_1210125306.htm,http://junhuishangpinjzy021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,板楼高层,非毛坯,70年,外环以外,在售,暂无,2018年4月21日已加推[开盘时间详情],2019年3月30日,重固镇崧建路福贸路交叉口（崧建路往北150米）,400-890-0000转837437,90000平方米,150000平方米,1.7,35%,总数1782个：地上车位数357、地下车位数1425。,50栋,1440户,佳兆业物业集团,2.85元/㎡·月
中铁北城时代,2室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 100.00㎡(建面)|2室2厅1厨1卫 98.00㎡(建面)|3室2厅1厨1卫 88.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 100.00㎡(建面)|3室2厅1厨2卫 122.00㎡(建面)|4室2厅1厨2卫 120.00㎡(建面)|,待定,3.22,http://beichengshidaizt.fang.com/,http://beichengshidaizt.fang.com/house/1211180408/housedetail.htm,http://beichengshidaizt.fang.com/photo/list_900_1211180408.htm,http://beichengshidaizt.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,标准写字楼",品牌地产,板楼高层超高层,暂无,70年标准写字楼:40年,外环以外,待售,暂无,2017年7月5日已开盘[开盘时间详情],预计2018年6月底交房,上海市宝山区友谊路2429号,400-890-0000转812716,65947平方米,170000平方米,2,30%,一期共301个（地上34个/地下267个），车位配比1:0.72,11栋,276户,深圳市中铁物业管理有限公司,2.70元/㎡·月
正荣国领,4室2厅1厨4卫 145.00㎡(建面)|4室4厅1厨4卫 115.00㎡(建面)|6室3厅1厨5卫 178.00㎡(建面)|3室2厅1厨2卫 148.00㎡(建面)|5室4厅1厨4卫 227.00㎡(建面)|4室3厅1厨3卫 180.00㎡(建面)|6室4厅1厨5卫 360.00㎡(建面)|7室4厅1厨5卫 200.00㎡(建面)|,约41000元/平方米起,3.74,http://zhengrongguoling.fang.com/,http://zhengrongguoling.fang.com/house/1211121552/housedetail.htm,http://zhengrongguoling.fang.com/photo/list_900_1211121552.htm,http://zhengrongguoling.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,低密居所特色别墅,联排叠拼,毛坯[78套装修案例],项目联排:70年叠拼:70年,外环以外,在售,暂无,289#等已于2017年5月28日开盘[开盘时间详情],项目已于2018年5月27号交房,宝山罗店抚远路美兰湖大道路口,400-890-0000转613797,110022平方米,111122平方米,1.01,50%,共621个停车位，车位配比1:1.28,332栋,484户,正荣物业,4.00元/㎡·月
陆家嘴壹号院,4室2厅1厨2卫 170.00㎡(建面)|4室2厅1厨3卫 250.00㎡(建面)|4室2厅1厨2卫 210.00㎡(建面)|4室2厅1厨3卫 230.00㎡(建面)|,待定,4.58,http://yihaoyuanljz.fang.com/,http://yihaoyuanljz.fang.com/house/1210125124/housedetail.htm,http://yihaoyuanljz.fang.com/photo/list_900_1210125124.htm,http://yihaoyuanljz.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产江景地产,板楼高层,毛坯[1套装修案例],70年,内环以内,待售,暂无,2016年11月11日1#等已开盘[开盘时间详情],预计2018年年底1#等交房,浦东新区滨江大道1355号（近源深路口）,400-890-0000转835744,36987平方米,165530平方米,2.5,35%,共494个地下停车位，车位比为1:2,5栋,247户,第一太平戴维斯物业顾问(上海)有限公司,14.80元/㎡·月
乔爱庄园,4室3厅1厨3卫 558.00㎡(建面)|5室4厅1厨5卫 676.74㎡(建面)|5室2厅1厨5卫 613.40㎡(建面)|5室3厅1厨5卫 616.10㎡(建面)|5室3厅1厨5卫 618.16㎡(建面)|5室5厅1厨5卫 625.94㎡(建面)|,约2000万元/套起,3.84,http://qiaoaizhuangyuan.fang.com/,http://qiaoaizhuangyuan.fang.com/house/1210930636/housedetail.htm,http://qiaoaizhuangyuan.fang.com/photo/list_900_1210930636.htm,http://qiaoaizhuangyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产低密居所特色别墅,独栋,毛坯,独栋:70年,外环以外,在售,暂无,2009年10月16日已开盘[开盘时间详情],2009-12-31,松江区明中路666弄91号,400-890-0000转656901,222199平方米,65739平方米,0.29,70%,每户有3-4个停车库。,102栋,102户,上海乔爱物业管理有限公司,8.00元/㎡·月
佘山玺樾,3室3厅1厨3卫 223.00㎡(建面)|3室3厅1厨3卫 266.00㎡(建面)|3室3厅1厨3卫 223.00㎡(建面)|3室3厅1厨4卫 228.00㎡(建面)|3室3厅1厨3卫 234.00㎡(建面)|3室3厅1厨2卫 243.00㎡(建面)|3室3厅1厨3卫 251.00㎡(建面)|3室3厅1厨3卫 260.00㎡(建面)|3室3厅1厨3卫 263.00㎡(建面)|3室3厅1厨3卫 264.00㎡(建面)|3室3厅1厨3卫 264.00㎡(建面)|3室3厅1厨2卫 265.00㎡(建面)|,均价约52000元/平方米,3.7,http://sheshanxiyue.fang.com/,http://sheshanxiyue.fang.com/house/1210921456/housedetail.htm,http://sheshanxiyue.fang.com/photo/list_900_1210921456.htm,http://sheshanxiyue.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,低密居所特色别墅山景地产,联排,毛坯,联排:70年,外环以外,在售,暂无,2015年7月23日已加推[开盘时间详情],2015年12月1日交房,松江区辰花路3177号,400-890-0000转668461,167588平方米,134070平方米,0.8,36%,佘山玺樾共有停车位1136个,131栋,131户,上海北城物业有限公司,3.60元/㎡·月
尚景丽园,1室1厅1厨1卫 66.00㎡(建面)|2室2厅1厨2卫 87.00㎡(建面)|3室2厅1厨2卫 104.00㎡(建面)|3室2厅1厨2卫 136.00㎡(建面)|3室2厅1厨2卫 143.00㎡(建面)|,均价约47000元/平方米,2.67,http://shangjingliyuan.fang.com/,http://shangjingliyuan.fang.com/house/1210125978/housedetail.htm,http://shangjingliyuan.fang.com/photo/list_900_1210125978.htm,http://shangjingliyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",地铁沿线,板楼多层小高层高层,毛坯[4套装修案例],70年花园洋房:70年,外环以外,在售,暂无,尚景丽园已于2017-07-14开盘[开盘时间详情],预计于2018年12月31日交房,浦东新区康桥镇梓营路155弄,400-890-0000转842527,16000平方米,30000平方米,1.91,35.20%,共216个停车位，其中地上78个，地下138个。,暂无资料,284户,上海南汇惠房物业管理有限公司,1.75元/㎡·月
